"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2007","2007",294,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2008","2008",301,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2009","2009",294,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2010","2010",299,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2011","2011",283,"B","Break"
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2012","2012",270,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2013","2013",272,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2014","2014",274,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2015","2015",278,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2016","2016",278,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1986","1986",218,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1987","1987",228,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1988","1988",232,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1989","1989",239,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1990","1990",251,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1991","1991",263,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1992","1992",270,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1993","1993",275,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1994","1994",278,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1995","1995",284,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1996","1996",295,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1997","1997",293,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1998","1998",304,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","1999","1999",309,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2000","2000",314,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2001","2001",321,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2002","2002",327,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2003","2003",336,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2004","2004",341,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2005","2005",349,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2006","2006",355,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2007","2007",360,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2008","2008",368,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2009","2009",373,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2010","2010",379,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2011","2011",386,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2012","2012",389,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2013","2013",394,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2014","2014",399,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2015","2015",401,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2016","2016",408,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1980","1980",1033,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1981","1981",1048,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1982","1982",1069,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1983","1983",1109,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1984","1984",1131,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1985","1985",1168,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1986","1986",1205,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1987","1987",1201,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1988","1988",1212,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1989","1989",1242,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1990","1990",1313,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1991","1991",1348,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1992","1992",1400,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1993","1993",1433,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1994","1994",1494,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1995","1995",1568,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1996","1996",1609,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1997","1997",1671,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1998","1998",1713,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","1999","1999",1794,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2000","2000",1899,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2001","2001",2006,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2002","2002",2102,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2003","2003",2171,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2004","2004",2237,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2005","2005",2327,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2006","2006",2414,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2007","2007",2537,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2008","2008",2714,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2009","2009",2702,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2010","2010",2721,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2011","2011",2667,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2012","2012",2661,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2013","2013",2649,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2014","2014",2758,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2015","2015",2828,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2016","2016",2949,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2013","2013",47038,"E","Estimated value"
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2014","2014",47610,"E","Estimated value"
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2015","2015",47604,"E","Estimated value"
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2016","2016",47098,"E; P","Estimated value; Provisional value"
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","1993","1993",24000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","1994","1994",24000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","1995","1995",23000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","1996","1996",27000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","1997","1997",28000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","1998","1998",31000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","1999","1999",35000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2000","2000",32000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2001","2001",31000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2002","2002",31000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2003","2003",31000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2004","2004",33000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2005","2005",35000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2006","2006",37000,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2007","2007",33568,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2008","2008",28566,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2009","2009",31085,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2010","2010",34023,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2011","2011",35183,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2012","2012",39511,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2013","2013",47038,"E; B","Estimated value; Break"
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2014","2014",47610,"E","Estimated value"
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2015","2015",47604,"E","Estimated value"
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","ITA","Italy","2016","2016",47098,"E; P","Estimated value; Provisional value"
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1986","1986",2636,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1987","1987",4010,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1988","1988",5622,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1989","1989",8628,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1990","1990",13430,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1991","1991",19651,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1992","1992",22868,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1993","1993",24777,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1994","1994",26561,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1995","1995",28257,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1996","1996",29602,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1997","1997",30464,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1998","1998",31437,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","1999","1999",32135,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2000","2000",33124,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2001","2001",34014,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2002","2002",35483,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2003","2003",37094,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2004","2004",39806,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2005","2005",46414,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2006","2006",47371,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2007","2007",53627,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2008","2008",54638,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2009","2009",55419,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2010","2010",56492,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2011","2011",57764,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2012","2012",58076,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2013","2013",58748,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2014","2014",59414,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","ITA","Italy","2015","2015",59758,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1980","1980",51597,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1981","1981",54954,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1982","1982",56327,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1984","1984",61283,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1986","1986",64904,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1988","1988",68692,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1990","1990",72087,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1992","1992",75629,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1994","1994",79092,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1996","1996",83404,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1998","1998",85671,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2000","2000",88416,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2002","2002",90510,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2004","2004",92704,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2006","2006",94608,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2008","2008",96690,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2010","2010",98739,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2012","2012",99686,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2014","2014",100994,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1980","1980",52369,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1981","1981",55680,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1982","1982",57148,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1984","1984",61911,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1986","1986",65605,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1988","1988",69499,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1990","1990",73041,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1992","1992",76343,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1994","1994",79896,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1996","1996",84366,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","1998","1998",86847,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2000","2000",89668,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2002","2002",91783,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2004","2004",94022,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2006","2006",95944,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2008","2008",98063,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2010","2010",100161,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2012","2012",101110,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","JPN","Japan","2014","2014",102534,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1981","1981",2908,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1982","1982",3438,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1983","1983",3506,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1984","1984",3870,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1985","1985",4301,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1986","1986",4792,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1987","1987",5504,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1988","1988",6185,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1989","1989",6685,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1990","1990",7751,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1991","1991",8223,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1992","1992",8962,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1993","1993",9693,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1994","1994",10343,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1995","1995",11082,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1996","1996",11535,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1997","1997",12318,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1998","1998",12875,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","1999","1999",14058,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2000","2000",14410,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2001","2001",14729,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2002","2002",15626,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2003","2003",16033,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2004","2004",17085,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2005","2005",17771,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2006","2006",18515,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2007","2007",19092,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2008","2008",19751,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2009","2009",20415,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2010","2010",20936,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2011","2011",21410,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2012","2012",21888,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2013","2013",22482,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2014","2014",22952,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2015","2015",23540,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","KOR","Korea","2016","2016",24150,"P","Provisional value"
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2000","2000",18039,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2001","2001",18887,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2002","2002",19672,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2003","2003",20446,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2004","2004",20772,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2005","2005",21581,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2006","2006",22267,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2007","2007",23126,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2008","2008",23924,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2009","2009",24639,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2010","2010",25390,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2011","2011",26098,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2012","2012",26804,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2013","2013",27409,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2014","2014",28134,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","KOR","Korea","2015","2015",28953,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1980","1980",131,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1981","1981",121,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1982","1982",141,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1983","1983",147,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1984","1984",158,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1985","1985",168,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1986","1986",181,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1987","1987",175,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1988","1988",179,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1989","1989",192,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1990","1990",198,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1991","1991",198,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1992","1992",205,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1993","1993",203,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1994","1994",210,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","1995","1995",223,,
